,index,Session_Name_,Trial_Index_,expcond,trialn,noisecond,whichfirstopt,noiseinl,noiseinr,freql,freqr,frame,Frame_Name,Slider_X,Choice_SND1_Time,CONF,CONF_RT,Choice_SND1,Choice_SND1_RT,TRIAL_N_LIVE,itm_1,itm,part,logRT,zRT,zLogRT,zConf,zLFreq,zRFreq,Choice,totFreq,dFreq,absDFreq,zTotFreq,zDFreq,zAbsDFreq,choFreq,unchoFreq,zChoFreq,zUnchoFreq,ConfSplit,correct,LEv_bin,REv_bin
50,50,Pilot4,71,Experiment,152,1,0,1,1,7,9,2,aversion2.png,492,2269599.01,46.67,4966,z,391,51,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R09.wav,0,5.968707559985366,-0.46270445766718804,-0.5562309611882219,-0.5073563002961406,0.5222329678670935,1.2185435916898848,0,16,2,2,1.3055824196677337,0.4670993664969138,-0.7537783614444089,7,9,0.5755836248241508,1.165024966091868,0.0,1,3,4
51,51,Pilot4,72,Experiment,166,1,0,1,1,9,4,2,aversion2.png,552,2285533.51,56.67,4160,m,2292,52,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R04.wav,0,7.73718007783463,0.8488389723194621,1.3722315176791129,0.1342667530597542,1.2185435916898848,-0.5222329678670935,1,13,-5,5,0.5222329678670935,-1.1677484162422844,0.6030226891555273,4,9,-0.47446758262531324,1.165024966091868,0.0,1,4,1
52,52,Pilot4,73,Experiment,148,1,0,1,1,7,4,2,aversion2.png,372,2298301.88,26.67,1746,m,977,53,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R04.wav,0,6.884486652042782,-0.058409639165253796,0.44239672464752244,-1.7906024070079305,0.5222329678670935,-0.5222329678670935,1,11,-3,3,0.0,-0.7006490497453707,-0.3015113445777635,4,7,-0.47446758262531324,0.4706392247126088,0.0,1,3,1
53,53,Pilot4,74,Experiment,147,1,0,1,1,7,3,2,aversion2.png,492,2312486.35,46.67,1393,m,578,54,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R03.wav,0,6.359573868672378,-0.33368887565377214,-0.13000380586155505,-0.5073563002961406,0.5222329678670935,-0.8703882797784892,1,10,-4,4,-0.26111648393354675,-0.9341987329938276,0.15075567228888187,3,7,-0.8244846517751346,0.4706392247126088,0.0,1,3,0
54,54,Pilot4,75,Experiment,115,1,0,1,1,3,8,2,aversion2.png,552,2322109.39,56.67,2121,z,418,55,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R08.wav,0,6.035481432524756,-0.4440765394085665,-0.4834161979045437,0.1342667530597542,-0.8703882797784892,0.8703882797784892,0,11,5,5,0.0,1.1677484162422844,0.6030226891555273,3,8,-0.8244846517751346,0.8178320954022383,0.0,1,1,3
55,55,Pilot4,76,Experiment,141,1,0,1,1,6,7,2,aversion2.png,552,2333278.3,56.67,1315,z,1004,56,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R07.wav,0,6.911747300251674,-0.039781720906632255,0.4721235859302665,0.1342667530597542,0.17407765595569785,0.5222329678670935,0,13,1,1,0.5222329678670935,0.2335496832484569,-1.2060453783110543,6,7,0.22556655567432946,0.4706392247126088,0.0,1,2,2
56,56,Pilot4,77,Experiment,116,1,0,1,1,3,9,2,aversion2.png,582,2343926.98,61.67,4640,z,1052,57,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R09.wav,0,6.9584483932976555,-0.006665421780193956,0.5230496278971473,0.45507827973770165,-0.8703882797784892,1.2185435916898848,0,12,6,6,0.26111648393354675,1.4012980994907414,1.0552897060221726,3,9,-0.8244846517751346,1.165024966091868,0.0,1,1,4
57,57,Pilot4,78,Experiment,169,1,0,1,1,9,7,2,aversion2.png,252,2358846.45,6.67,5132,m,2188,58,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R07.wav,0,7.690743163541872,0.7770869908788458,1.321593554157423,-3.0738485137197205,1.2185435916898848,0.5222329678670935,1,16,-2,2,1.3055824196677337,-0.4670993664969138,-0.7537783614444089,7,9,0.5755836248241508,1.165024966091868,0.0,1,4,2
58,58,Pilot4,79,Experiment,106,1,0,1,1,2,8,2,aversion2.png,642,2373750.88,71.67,2001,z,776,59,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R08.wav,0,6.654152520183219,-0.19708414175721417,0.19122475199292127,1.0967013330935966,-1.2185435916898848,0.8703882797784892,0,10,6,6,-0.26111648393354675,1.4012980994907414,1.0552897060221726,2,8,-1.174501720924956,0.8178320954022383,1.0,1,0,3
59,59,Pilot4,80,Experiment,180,1,0,1,1,10,9,2,aversion2.png,612,2383902.24,66.67,2769,m,711,60,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R09.wav,0,6.566672429803241,-0.24192913015759937,0.09583052322035351,0.7758898064156491,1.5666989036012806,1.2185435916898848,1,19,-1,1,2.088931871468374,-0.2335496832484569,-1.2060453783110543,9,10,1.2756177631237935,1.5122178367814973,1.0,1,4,4
60,60,Pilot4,81,Experiment,155,1,0,1,1,8,2,2,aversion2.png,582,2394606.78,61.67,1814,m,315,61,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R02.wav,0,5.752572638825633,-0.5151385979507154,-0.7919191506413422,0.45507827973770165,0.8703882797784892,-1.2185435916898848,1,10,-6,6,-0.26111648393354675,-1.4012980994907414,1.0552897060221726,2,8,-1.174501720924956,0.8178320954022383,0.0,1,3,0
61,61,Pilot4,82,Experiment,100,1,0,1,1,2,1,2,aversion2.png,432,2407966.78,36.67,3390,z,3759,62,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R01.wav,0,8.231908243564177,1.8609558643712327,1.911716692155323,-1.1489793536520356,-1.2185435916898848,-1.5666989036012806,0,3,-1,1,-2.088931871468374,-0.2335496832484569,-1.2060453783110543,2,1,-1.174501720924956,-1.6125179994251684,0.0,0,0,0
62,62,Pilot4,83,Experiment,109,1,0,1,1,3,1,2,aversion2.png,492,2423631.25,46.67,2389,m,3590,63,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R01.wav,0,8.185907481482324,1.744358894530231,1.8615543386107836,-0.5073563002961406,-0.8703882797784892,-1.5666989036012806,1,4,-2,2,-1.8278153875348273,-0.4670993664969138,-0.7537783614444089,1,3,-1.5245187900747772,-0.9181322580459093,0.0,1,1,0
63,63,Pilot4,84,Experiment,174,1,0,1,1,10,3,2,aversion2.png,582,2434334.83,61.67,2727,m,577,64,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R03.wav,0,6.3578422665081,-0.3343787985522396,-0.13189206240409754,0.45507827973770165,1.5666989036012806,-0.8703882797784892,1,13,-7,7,0.5222329678670935,-1.6348477827391983,1.507556722888818,3,10,-0.8244846517751346,1.5122178367814973,0.0,1,4,0
64,64,Pilot4,85,Experiment,91,1,0,1,1,1,2,2,aversion2.png,642,2446181.63,71.67,3150,z,674,65,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R02.wav,0,6.513230110912307,-0.26745627740089556,0.037553390992046555,1.0967013330935966,-1.5666989036012806,-1.2185435916898848,0,3,1,1,-2.088931871468374,0.2335496832484569,-1.2060453783110543,1,2,-1.5245187900747772,-1.265325128735539,1.0,1,0,0
65,65,Pilot4,86,Experiment,123,1,0,1,1,4,7,2,aversion2.png,582,2459757.6,61.67,1982,z,783,66,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R07.wav,0,6.663132695990803,-0.19225468146794192,0.20101734527541051,0.45507827973770165,-0.5222329678670935,0.5222329678670935,0,11,3,3,0.0,0.7006490497453707,-0.3015113445777635,4,7,-0.47446758262531324,0.4706392247126088,0.0,1,1,2
66,66,Pilot4,87,Experiment,162,1,0,1,1,8,10,2,aversion2.png,582,2469711.31,61.67,2456,z,337,67,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R10.wav,0,5.820082930352362,-0.4999602941844311,-0.7183013461051294,0.45507827973770165,0.8703882797784892,1.5666989036012806,0,18,2,2,1.8278153875348273,0.4670993664969138,-0.7537783614444089,8,10,0.9256006939739722,1.5122178367814973,0.0,1,3,4
67,67,Pilot4,88,Experiment,136,1,0,1,1,6,1,2,aversion2.png,612,2480303.24,66.67,745,m,379,68,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R01.wav,0,5.937536205082426,-0.4709835324487976,-0.5902223225122206,0.7758898064156491,0.17407765595569785,-1.5666989036012806,1,7,-5,5,-1.044465935734187,-1.1677484162422844,0.6030226891555273,1,6,-1.5245187900747772,0.12344635402297925,1.0,1,2,0
68,68,Pilot4,89,Experiment,113,1,0,1,1,3,6,2,aversion2.png,552,2488894.97,56.67,2409,z,254,69,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R06.wav,0,5.537334267018537,-0.5572238947572307,-1.0266296818218226,0.1342667530597542,-0.8703882797784892,0.17407765595569785,0,9,3,3,-0.5222329678670935,0.7006490497453707,-0.3015113445777635,3,6,-0.8244846517751346,0.12344635402297925,0.0,1,1,2
69,69,Pilot4,90,Experiment,157,1,0,1,1,8,4,2,aversion2.png,582,2499397.45,61.67,2301,m,423,70,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R04.wav,0,6.0473721790462776,-0.4406269249162292,-0.4704497207435848,0.45507827973770165,0.8703882797784892,-0.5222329678670935,1,12,-4,4,0.26111648393354675,-0.9341987329938276,0.15075567228888187,4,8,-0.47446758262531324,0.8178320954022383,1.0,1,3,1
70,70,Pilot4,91,Experiment,163,1,0,1,1,9,1,2,aversion2.png,582,2509629.75,61.67,2829,m,372,71,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,0,5.918893854273146,-0.4758129927380699,-0.6105512072931393,0.45507827973770165,1.2185435916898848,-1.5666989036012806,1,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554636,1,9,-1.5245187900747772,1.165024966091868,1.0,1,4,0
71,71,Pilot4,92,Experiment,117,1,0,1,1,3,10,2,aversion2.png,582,2521239.02,61.67,2211,z,314,72,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R10.wav,0,5.749392985908253,-0.5158285208491828,-0.7953864600199724,0.45507827973770165,-0.8703882797784892,1.5666989036012806,0,13,7,7,0.5222329678670935,1.6348477827391983,1.507556722888818,3,10,-0.8244846517751346,1.5122178367814973,0.0,1,1,4
72,72,Pilot4,93,Experiment,119,1,0,1,1,4,2,2,aversion2.png,582,2531766.35,61.67,1487,m,375,73,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R02.wav,0,5.926926025970411,-0.47374322404266744,-0.60179238204386,0.45507827973770165,-0.5222329678670935,-1.2185435916898848,1,6,-2,2,-1.3055824196677337,-0.4670993664969138,-0.7537783614444089,2,4,-1.174501720924956,-0.5709393873562798,0.0,1,1,0
73,73,Pilot4,94,Experiment,118,1,0,1,1,4,1,2,aversion2.png,612,2548838.81,66.67,1556,m,331,74,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R01.wav,0,5.802118375377063,-0.5040998315752359,-0.7378911162993225,0.7758898064156491,-0.5222329678670935,-1.5666989036012806,1,5,-3,3,-1.5666989036012806,-0.7006490497453707,-0.3015113445777635,1,4,-1.5245187900747772,-0.5709393873562798,1.0,1,1,0
74,74,Pilot4,95,Experiment,165,1,0,1,1,9,3,2,aversion2.png,582,2559078.18,61.67,2978,m,187,75,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R03.wav,0,5.231108616854587,-0.6034487289545508,-1.36055891761573,0.45507827973770165,1.2185435916898848,-0.8703882797784892,1,12,-6,6,0.26111648393354675,-1.4012980994907414,1.0552897060221726,3,9,-0.8244846517751346,1.165024966091868,0.0,1,4,0
75,75,Pilot4,96,Experiment,98,1,0,1,1,1,9,2,aversion2.png,582,2570246.67,61.67,2700,z,305,76,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R09.wav,0,5.720311776607412,-0.52203782693539,-0.8270985846985986,0.45507827973770165,-1.5666989036012806,1.2185435916898848,0,10,8,8,-0.26111648393354675,1.8683974659876552,1.9598237397554636,1,9,-1.5245187900747772,1.165024966091868,0.0,1,0,4
76,76,Pilot4,97,Experiment,177,1,0,1,1,10,6,2,aversion2.png,582,2581013.68,61.67,2997,m,189,77,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R06.wav,0,5.241747015059643,-0.6020688831576159,-1.3489580860695038,0.45507827973770165,1.5666989036012806,0.17407765595569785,1,16,-4,4,1.3055824196677337,-0.9341987329938276,0.15075567228888187,6,10,0.22556655567432946,1.5122178367814973,1.0,1,4,2
77,77,Pilot4,98,Experiment,173,1,0,1,1,10,2,2,aversion2.png,612,2594310.84,66.67,1352,m,353,78,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R02.wav,0,5.8664680569332965,-0.4889215278089517,-0.6677198554198049,0.7758898064156491,1.5666989036012806,-1.2185435916898848,1,12,-8,8,0.26111648393354675,-1.8683974659876552,1.9598237397554636,2,10,-1.174501720924956,1.5122178367814973,1.0,1,4,0
78,78,Pilot4,99,Experiment,179,1,0,1,1,10,8,2,aversion2.png,342,2605159.25,21.67,1719,z,1418,79,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R08.wav,0,7.257002707092073,0.24584635905889807,0.8486135177769404,-2.111413933685878,1.5666989036012806,0.8703882797784892,0,18,-2,2,1.8278153875348273,-0.4670993664969138,-0.7537783614444089,10,8,1.625634832273615,0.8178320954022383,0.0,0,4,3
79,79,Pilot4,100,Experiment,140,1,0,1,1,6,5,2,aversion2.png,552,2616326.47,56.67,2297,z,435,80,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R05.wav,0,6.075346031088684,-0.43234785013461957,-0.4399451335878992,0.1342667530597542,0.17407765595569785,-0.17407765595569785,0,11,-1,1,0.0,-0.2335496832484569,-1.2060453783110543,6,5,0.22556655567432946,-0.22374651666665027,0.0,0,2,1
80,80,Pilot4,101,Experiment,107,1,0,1,1,2,9,2,aversion2.png,552,2627127.27,56.67,2783,z,353,81,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R09.wav,0,5.8664680569332965,-0.4889215278089517,-0.6677198554198049,0.1342667530597542,-1.2185435916898848,1.2185435916898848,0,11,7,7,0.0,1.6348477827391983,1.507556722888818,2,9,-1.174501720924956,1.165024966091868,0.0,1,0,4
81,81,Pilot4,102,Experiment,102,1,0,1,1,2,4,2,aversion2.png,582,2638149.89,61.67,1440,z,409,82,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R04.wav,0,6.013715156042802,-0.4502858454947737,-0.5071516232936528,0.45507827973770165,-1.2185435916898848,-0.5222329678670935,0,6,2,2,-1.3055824196677337,0.4670993664969138,-0.7537783614444089,2,4,-1.174501720924956,-0.5709393873562798,1.0,1,0,1
82,82,Pilot4,103,Experiment,93,1,0,1,1,1,4,2,aversion2.png,402,2647373.97,31.67,2759,z,49,83,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R04.wav,0,3.8918202981106265,-0.6986580889430609,-2.821009812393607,-1.469790880329983,-1.5666989036012806,-0.5222329678670935,0,5,3,3,-1.5666989036012806,0.7006490497453707,-0.3015113445777635,1,4,-1.5245187900747772,-0.5709393873562798,0.0,1,0,1
83,83,Pilot4,104,Experiment,167,1,0,1,1,9,5,2,aversion2.png,402,2665645.81,31.67,2541,m,6571,84,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R05.wav,0,8.790421306897867,3.8010190548617433,2.52075724875168,-1.469790880329983,1.2185435916898848,-0.17407765595569785,1,14,-4,4,0.7833494518006403,-0.9341987329938276,0.15075567228888187,5,9,-0.12445051347549191,1.165024966091868,0.0,1,4,1
84,84,Pilot4,105,Experiment,103,1,0,1,1,2,5,2,aversion2.png,552,2676750.5,56.67,3967,z,309,85,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R05.wav,0,5.733341276897746,-0.5192781353415201,-0.8128903331285611,0.1342667530597542,-1.2185435916898848,-0.17407765595569785,0,7,3,3,-1.044465935734187,0.7006490497453707,-0.3015113445777635,2,5,-1.174501720924956,-0.22374651666665027,0.0,1,0,1
85,85,Pilot4,106,Experiment,95,1,0,1,1,1,6,2,aversion2.png,642,2688583.33,71.67,2959,z,409,86,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R06.wav,0,6.013715156042802,-0.4502858454947737,-0.5071516232936528,1.0967013330935966,-1.5666989036012806,0.17407765595569785,0,7,5,5,-1.044465935734187,1.1677484162422844,0.6030226891555273,1,6,-1.5245187900747772,0.12344635402297925,1.0,1,0,2
86,86,Pilot4,107,Experiment,142,1,0,1,1,6,8,2,aversion2.png,582,2699855.25,61.67,1803,z,381,87,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R08.wav,0,5.942799375126701,-0.4696036866518627,-0.5844830046275263,0.45507827973770165,0.17407765595569785,0.8703882797784892,0,14,2,2,0.7833494518006403,0.4670993664969138,-0.7537783614444089,6,8,0.22556655567432946,0.8178320954022383,1.0,1,2,3
87,87,Pilot4,108,Experiment,132,1,0,1,1,5,7,2,aversion2.png,582,2710750.89,61.67,2505,z,1126,88,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R07.wav,0,7.026426808699636,0.04438887270639842,0.5971779064835779,0.45507827973770165,-0.17407765595569785,0.5222329678670935,0,12,2,2,0.26111648393354675,0.4670993664969138,-0.7537783614444089,5,7,-0.12445051347549191,0.4706392247126088,1.0,1,2,2
88,88,Pilot4,109,Experiment,122,1,0,1,1,4,6,2,aversion2.png,552,2723381.8,56.67,3958,z,1440,89,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R06.wav,0,7.272398392570047,0.2610246628251823,0.8654020182942245,0.1342667530597542,-0.5222329678670935,0.17407765595569785,0,10,2,2,-0.26111648393354675,0.4670993664969138,-0.7537783614444089,4,6,-0.47446758262531324,0.12344635402297925,0.0,1,1,2
89,89,Pilot4,110,Experiment,151,1,0,1,1,7,8,2,aversion2.png,642,2736461.42,71.67,3275,m,337,90,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R08.wav,0,5.820082930352362,-0.4999602941844311,-0.7183013461051294,1.0967013330935966,0.5222329678670935,0.8703882797784892,1,15,1,1,1.044465935734187,0.2335496832484569,-1.2060453783110543,8,7,0.9256006939739722,0.4706392247126088,1.0,0,3,3
90,90,Pilot4,111,Experiment,21,1,0,1,1,3,4,1,like2.png,402,2903182.29,31.67,2894,m,9674,91,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R04.wav,0,9.177197153382929,5.941849808806285,2.9425238864293197,-1.469790880329983,-0.8703882797784892,-0.5222329678670935,1,7,1,1,-1.044465935734187,0.2335496832484569,-1.2060453783110543,4,3,-0.47446758262531324,-0.9181322580459093,0.0,1,1,1
91,91,Pilot4,112,Experiment,83,1,0,1,1,10,2,1,like2.png,552,2915461.45,56.67,3900,z,437,92,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R02.wav,0,6.07993319509559,-0.4309680043376847,-0.43494297857421166,0.1342667530597542,1.5666989036012806,-1.2185435916898848,0,12,-8,8,0.26111648393354675,-1.8683974659876552,1.9598237397554636,10,2,1.625634832273615,-1.265325128735539,0.0,1,4,0
92,92,Pilot4,113,Experiment,45,1,0,1,1,5,10,1,like2.png,212,2928765.52,0.0,1831,z,441,93,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R10.wav,0,6.089044875446846,-0.4282083127438148,-0.42500698381066293,-3.5018110903081023,-0.17407765595569785,1.5666989036012806,0,15,5,5,1.044465935734187,1.1677484162422844,0.6030226891555273,5,10,-0.12445051347549191,1.5122178367814973,0.0,0,2,4
93,93,Pilot4,114,Experiment,53,1,0,1,1,6,9,1,like2.png,612,2938797.49,66.67,2462,m,406,94,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R09.wav,0,6.0063531596017325,-0.45235561419017606,-0.5151796439515162,0.7758898064156491,0.17407765595569785,1.2185435916898848,1,15,3,3,1.044465935734187,0.7006490497453707,-0.3015113445777635,9,6,1.2756177631237935,0.12344635402297925,1.0,1,2,4
94,94,Pilot4,115,Experiment,73,1,0,1,1,9,1,1,like2.png,582,2950413.51,61.67,2646,z,589,95,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,0,6.3784261836515865,-0.32609972377063007,-0.1094459618972014,0.45507827973770165,1.2185435916898848,-1.5666989036012806,0,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554636,9,1,1.2756177631237935,-1.6125179994251684,1.0,1,4,0
95,95,Pilot4,116,Experiment,19,1,0,1,1,3,1,1,like2.png,462,2964941.41,41.67,3863,m,4000,96,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R01.wav,0,8.294049640102028,2.0272272829018916,1.9794798891505476,-0.8281678269740882,-0.8703882797784892,-1.5666989036012806,1,4,-2,2,-1.8278153875348273,-0.4670993664969138,-0.7537783614444089,1,3,-1.5245187900747772,-0.9181322580459093,0.0,0,1,0
96,96,Pilot4,117,Experiment,41,1,0,1,1,5,6,1,like2.png,582,2978334.97,61.67,1351,m,860,97,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R06.wav,0,6.756932389247553,-0.13913061828594717,0.3033028980047782,0.45507827973770165,-0.17407765595569785,0.17407765595569785,1,11,1,1,0.0,0.2335496832484569,-1.2060453783110543,6,5,0.22556655567432946,-0.22374651666665027,0.0,1,2,2
97,97,Pilot4,118,Experiment,8,1,0,1,1,1,9,1,like2.png,612,2987814.59,66.67,1877,m,307,98,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R09.wav,0,5.726847747587197,-0.5206579811384551,-0.8199713182750243,0.7758898064156491,-1.5666989036012806,1.2185435916898848,1,10,8,8,-0.26111648393354675,1.8683974659876552,1.9598237397554636,9,1,1.2756177631237935,-1.6125179994251684,1.0,1,0,4
98,98,Pilot4,119,Experiment,63,1,0,1,1,7,10,1,like2.png,672,3001797.81,76.67,3071,m,590,99,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R10.wav,0,6.380122536899765,-0.3254098008721626,-0.1075961431655002,1.417512859771544,0.5222329678670935,1.5666989036012806,1,17,3,3,1.5666989036012806,0.7006490497453707,-0.3015113445777635,10,7,1.625634832273615,0.4706392247126088,1.0,1,3,4
99,99,Pilot4,120,Experiment,16,1,0,1,1,2,8,1,like2.png,582,3013109.95,61.67,2681,m,385,100,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R08.wav,0,5.953243334287785,-0.46684399505799284,-0.5730942026135338,0.45507827973770165,-1.2185435916898848,0.8703882797784892,1,10,6,6,-0.26111648393354675,1.4012980994907414,1.0552897060221726,8,2,0.9256006939739722,-1.265325128735539,0.0,1,0,3
100,100,Pilot4,121,Experiment,38,1,0,1,1,5,2,1,like2.png,552,3026213.46,56.67,1973,z,1905,101,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R02.wav,0,7.552237287560802,0.5818388106125533,1.1705573450921076,0.1342667530597542,-0.17407765595569785,-1.2185435916898848,0,7,-3,3,-1.044465935734187,-0.7006490497453707,-0.3015113445777635,5,2,-0.12445051347549191,-1.265325128735539,0.0,1,2,0
101,101,Pilot4,122,Experiment,57,1,0,1,1,7,3,1,like2.png,582,3037005.43,61.67,1581,z,781,102,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R03.wav,0,6.660575149839686,-0.19363452726487684,0.19822842334384533,0.45507827973770165,0.5222329678670935,-0.8703882797784892,0,10,-4,4,-0.26111648393354675,-0.9341987329938276,0.15075567228888187,7,3,0.5755836248241508,-0.9181322580459093,1.0,1,3,0
102,102,Pilot4,123,Experiment,10,1,0,1,1,2,1,1,like2.png,372,3049550.73,26.67,4176,m,3043,103,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R01.wav,0,8.02059914989697,1.366971069068528,1.6812909125812885,-1.7906024070079305,-1.2185435916898848,-1.5666989036012806,1,3,-1,1,-2.088931871468374,-0.2335496832484569,-1.2060453783110543,1,2,-1.5245187900747772,-1.265325128735539,0.0,0,0,0
103,103,Pilot4,124,Experiment,7,1,0,1,1,1,8,1,like2.png,582,3064230.58,61.67,1516,m,2173,104,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R08.wav,0,7.6838639802564295,0.7667381474018338,1.3140920257382194,0.45507827973770165,-1.5666989036012806,0.8703882797784892,1,9,7,7,-0.5222329678670935,1.6348477827391983,1.507556722888818,8,1,0.9256006939739722,-1.6125179994251684,0.0,1,0,3
104,104,Pilot4,125,Experiment,43,1,0,1,1,5,8,1,like2.png,372,3081366.09,26.67,3839,z,4225,105,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R08.wav,0,8.348774539791274,2.182459935057071,2.0391556345439996,-1.7906024070079305,-0.17407765595569785,0.8703882797784892,0,13,3,3,0.5222329678670935,0.7006490497453707,-0.3015113445777635,5,8,-0.12445051347549191,0.8178320954022383,0.0,0,2,3
105,105,Pilot4,126,Experiment,15,1,0,1,1,2,7,1,like2.png,582,3094997.65,61.67,2071,m,206,106,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R07.wav,0,5.327876168789581,-0.590340193883669,-1.2550370103228574,0.45507827973770165,-1.2185435916898848,0.5222329678670935,1,9,5,5,-0.5222329678670935,1.1677484162422844,0.6030226891555273,7,2,0.5755836248241508,-1.265325128735539,1.0,1,0,2
106,106,Pilot4,127,Experiment,2,1,0,1,1,1,3,1,like2.png,582,3105101.59,61.67,2026,m,327,107,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R03.wav,0,5.7899601708972535,-0.5068595231691058,-0.7511492477732704,0.45507827973770165,-1.5666989036012806,-0.8703882797784892,1,4,2,2,-1.8278153875348273,0.4670993664969138,-0.7537783614444089,3,1,-0.8244846517751346,-1.6125179994251684,1.0,1,0,0
107,107,Pilot4,128,Experiment,23,1,0,1,1,3,6,1,like2.png,582,3115469.79,61.67,2658,m,379,108,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R06.wav,0,5.937536205082426,-0.4709835324487976,-0.5902223225122206,0.45507827973770165,-0.8703882797784892,0.17407765595569785,1,9,3,3,-0.5222329678670935,0.7006490497453707,-0.3015113445777635,6,3,0.22556655567432946,-0.9181322580459093,1.0,1,1,2
108,108,Pilot4,129,Experiment,25,1,0,1,1,3,8,1,like2.png,582,3129789.39,61.67,1869,m,315,109,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R08.wav,0,5.752572638825633,-0.5151385979507154,-0.7919191506413422,0.45507827973770165,-0.8703882797784892,0.8703882797784892,1,11,5,5,0.0,1.1677484162422844,0.6030226891555273,8,3,0.9256006939739722,-0.9181322580459093,1.0,1,1,3
109,109,Pilot4,130,Experiment,22,1,0,1,1,3,5,1,like2.png,612,3141031.17,66.67,2301,m,323,110,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R05.wav,0,5.777652323222656,-0.5096192147629757,-0.7645705603447208,0.7758898064156491,-0.8703882797784892,-0.17407765595569785,1,8,2,2,-0.7833494518006403,0.4670993664969138,-0.7537783614444089,5,3,-0.12445051347549191,-0.9181322580459093,1.0,1,1,1
